0.0,Bacteria\,Firmicutes\,Clostridia\,Monoglobales\,Monoglobaceae\,Monoglobus\,s__unidentified
875.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Ruminococcaceae\,Ruminococcus\,s__bacterium_YRD2003
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Ruminococcaceae\,Fournierella\,__
0.0,Bacteria\,Bacteroidota\,Bacteroidia\,Bacteroidales\,Prevotellaceae\,Alloprevotella\,__
122.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Oscillospiraceae\,Colidextribacter\,s__Firmicutes_bacterium
267.0,Bacteria\,Bacteroidota\,Bacteroidia\,Bacteroidales\,Rikenellaceae\,Alistipes\,s__Alistipes_onderdonkii
168.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Oscillospiraceae\,Oscillospira\,s__uncultured_organism
256.0,Bacteria\,Firmicutes\,Clostridia\,Peptococcales\,Peptococcaceae\,uncultured\,s__unidentified
19.0,Bacteria\,Firmicutes\,Clostridia\,Clostridiales\,Clostridiaceae\,Clostridium_sensu_stricto_1\,__
1076.0,Bacteria\,Bacteroidota\,Bacteroidia\,Bacteroidales\,Prevotellaceae\,Prevotellaceae_UCG-001\,s__uncultured_Bacteroidales
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,A2\,s__Lachnospiraceae_bacterium
229.0,Bacteria\,Proteobacteria\,Gammaproteobacteria\,Burkholderiales\,__\,__\,__
0.0,Bacteria\,Firmicutes\,Bacilli\,Erysipelotrichales\,Erysipelotrichaceae\,__\,__
58.0,Bacteria\,Proteobacteria\,Alphaproteobacteria\,Rhodospirillales\,uncultured\,uncultured\,s__unidentified_rumen
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Oscillospiraceae\,NK4A214_group\,__
35.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Oscillospiraceae\,UCG-005\,s__unidentified
50.0,Bacteria\,Actinobacteriota\,Actinobacteria\,Bifidobacteriales\,Bifidobacteriaceae\,Bifidobacterium\,__
192.0,Bacteria\,Bacteroidota\,Bacteroidia\,Bacteroidales\,Rikenellaceae\,Alistipes\,s__Alistipes_inops
0.0,Bacteria\,Firmicutes\,Clostridia\,Clostridia_vadinBB60_group\,Clostridia_vadinBB60_group\,Clostridia_vadinBB60_group\,s__unidentified
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Ruminococcaceae\,Ruminococcaceae\,s__uncultured_Ruminococcaceae
119.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,[Eubacterium]_hallii_group\,__
1989.0,Bacteria\,Firmicutes\,Bacilli\,Erysipelotrichales\,Erysipelotrichaceae\,Turicibacter\,__
0.0,Bacteria\,Firmicutes\,Bacilli\,Erysipelotrichales\,Erysipelatoclostridiaceae\,Erysipelatoclostridium\,__
0.0,Bacteria\,Bacteroidota\,Bacteroidia\,Bacteroidales\,Prevotellaceae\,Alloprevotella\,s__uncultured_Bacteroidales
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,UCG-010\,UCG-010\,__
0.0,Bacteria\,Actinobacteriota\,Coriobacteriia\,Coriobacteriales\,Eggerthellaceae\,Enterorhabdus\,s__Adlercreutzia_mucosicola
0.0,Bacteria\,Firmicutes\,Clostridia\,Peptostreptococcales-Tissierellales\,Peptostreptococcaceae\,Tepidibacter\,s__uncultured_Gram-positive
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Lachnospiraceae_NK4A136_group\,__
66.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Oscillospiraceae\,Oscillibacter\,s__gut_metagenome
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Ruminococcaceae\,Angelakisella\,s__Ruminococcus_sp.
0.0,Bacteria\,Actinobacteriota\,Coriobacteriia\,Coriobacteriales\,Eggerthellaceae\,__\,__
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Oscillospiraceae\,Oscillibacter\,s__Clostridiales_bacterium
0.0,Bacteria\,Patescibacteria\,Saccharimonadia\,Saccharimonadales\,Saccharimonadaceae\,Candidatus_Saccharimonas\,s__uncultured_Candidatus
64.0,Bacteria\,Bacteroidota\,Bacteroidia\,Bacteroidales\,Tannerellaceae\,__\,__
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Oscillospiraceae\,uncultured\,__
89.0,Bacteria\,Desulfobacterota\,Desulfovibrionia\,Desulfovibrionales\,Desulfovibrionaceae\,Desulfovibrio\,__
27.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Butyricicoccaceae\,UCG-009\,__
57.0,Bacteria\,Proteobacteria\,Gammaproteobacteria\,Enterobacterales\,__\,__\,__
0.0,Unassigned\,__\,__\,__\,__\,__\,__
0.0,Bacteria\,Firmicutes\,Bacilli\,Erysipelotrichales\,Erysipelatoclostridiaceae\,Erysipelatoclostridium\,s__Massiliomicrobiota_timonensis
16.0,Bacteria\,Firmicutes\,Clostridia\,Peptostreptococcales-Tissierellales\,__\,__\,__
51.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Oscillospiraceae\,Intestinimonas\,__
171.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Butyricicoccaceae\,Butyricicoccus\,__
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Lachnospiraceae_NK4A136_group\,s__Lachnospiraceae
914.0,Bacteria\,Verrucomicrobiota\,Verrucomicrobiae\,Verrucomicrobiales\,Akkermansiaceae\,Akkermansia\,s__Akkermansia_muciniphila
0.0,Bacteria\,Firmicutes\,Bacilli\,RF39\,RF39\,RF39\,s__Firmicutes_bacterium
22.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Lachnospiraceae_UCG-010\,s__uncultured_organism
9.0,Bacteria\,Firmicutes\,Clostridia\,Peptostreptococcales-Tissierellales\,Anaerovoracaceae\,__\,__
0.0,Bacteria\,Firmicutes\,Bacilli\,Lactobacillales\,Lactobacillaceae\,Lactobacillus\,s__Lactobacillus_intestinalis
51.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,[Eubacterium]_coprostanoligenes_group\,[Eubacterium]_coprostanoligenes_group\,s__human_gut
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Butyricicoccaceae\,UCG-009\,s__[Clostridium]_leptum
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Lachnospiraceae_FCS020_group\,s__uncultured_prokaryote
126.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Lachnospiraceae_NK4A136_group\,s__unidentified_rumen
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Ruminococcaceae\,uncultured\,s__[Clostridium]_leptum
149.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,GCA-900066575\,s__uncultured_Clostridium
62.0,Bacteria\,Bacteroidota\,Bacteroidia\,Bacteroidales\,Muribaculaceae\,Muribaculaceae\,__
60.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Oscillospiraceae\,Oscillibacter\,s__Oscillibacter_sp.
0.0,Bacteria\,Firmicutes\,Bacilli\,Erysipelotrichales\,Erysipelotrichaceae\,uncultured\,s__unidentified
0.0,Bacteria\,Firmicutes\,__\,__\,__\,__\,__
0.0,Bacteria\,Firmicutes\,Clostridia\,Christensenellales\,Christensenellaceae\,__\,__
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Tuzzerella\,s__uncultured_organism
0.0,Bacteria\,Firmicutes\,Bacilli\,Erysipelotrichales\,Erysipelatoclostridiaceae\,__\,__
6.0,Bacteria\,Firmicutes\,Clostridia\,Christensenellales\,Christensenellaceae\,Christensenellaceae_R-7_group\,s__uncultured_Christensenella
27.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,UCG-010\,UCG-010\,s__uncultured_organism
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Lachnospiraceae_UCG-001\,s__uncultured_Clostridiales
0.0,Bacteria\,Firmicutes\,Bacilli\,RF39\,RF39\,RF39\,s__uncultured_Lachnospiraceae
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Tyzzerella\,s__unidentified
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Roseburia\,s__uncultured_Clostridiales
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Lachnoclostridium\,s__bacterium_NLAE-zl-H31
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Blautia\,s__uncultured_Clostridiales
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Butyricicoccaceae\,Butyricicoccus\,s__bacterium_NLAE-zl-H60
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Ruminococcaceae\,Incertae_Sedis\,s__uncultured_Clostridiales
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,A2\,__
0.0,Bacteria\,Firmicutes\,Bacilli\,RF39\,RF39\,RF39\,s__uncultured_prokaryote
22.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,UCG-010\,UCG-010\,s__unidentified
93.0,Bacteria\,Proteobacteria\,Gammaproteobacteria\,Burkholderiales\,Sutterellaceae\,__\,__
0.0,Bacteria\,Firmicutes\,Bacilli\,RF39\,RF39\,RF39\,s__uncultured_Paenibacillaceae
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Roseburia\,__
0.0,Bacteria\,Actinobacteriota\,Coriobacteriia\,Coriobacteriales\,Eggerthellaceae\,DNF00809\,__
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Tyzzerella\,s__[Clostridium]_colinum
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Oscillospiraceae\,Colidextribacter\,s__bacterium_enrichment
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,ASF356\,s__Clostridium_sp.
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Ruminococcaceae\,UBA1819\,__
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Oscillospiraceae\,Colidextribacter\,__
0.0,Bacteria\,Firmicutes\,Bacilli\,RF39\,RF39\,RF39\,s__anaerobic_digester
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Ethanoligenenaceae\,__\,__
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Oscillospiraceae\,NK4A214_group\,s__unidentified
0.0,Bacteria\,Firmicutes\,Clostridia\,Clostridia_vadinBB60_group\,Clostridia_vadinBB60_group\,Clostridia_vadinBB60_group\,s__Clostridiales_bacterium
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,__\,__\,__
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Oscillospiraceae\,Intestinimonas\,s__Intestinimonas_timonensis
0.0,Bacteria\,Firmicutes\,Clostridia\,Peptostreptococcales-Tissierellales\,Anaerovoracaceae\,[Eubacterium]_brachy_group\,s__uncultured_organism
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Lachnospiraceae_FCS020_group\,s__mouse_gut
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Coprococcus\,__
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Ruminococcaceae\,Fournierella\,s__uncultured_Firmicutes
0.0,Bacteria\,Firmicutes\,Clostridia\,Oscillospirales\,Ruminococcaceae\,uncultured\,__
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Blautia\,s__Lachnospiraceae_bacterium
0.0,Bacteria\,Firmicutes\,Clostridia\,Lachnospirales\,Lachnospiraceae\,Lachnospiraceae_UCG-010\,__
0.0,Bacteria\,Firmicutes\,Clostridia\,Christensenellales\,Christensenellaceae\,uncultured\,__
0.0,Bacteria\,Firmicutes\,Bacilli\,Erysipelotrichales\,Erysipelotrichaceae\,Erysipelotrichaceae\,s__uncultured_bacterium
